template_id,service,level,template,count,first_seen,last_seen,sample_message,pod_count
T1102,cart-service,WARN,Slow response detected endpoint=/api/cart latency=530ms,1,2026-06-01T21:28:49.611000+00:00,2026-06-01T21:28:49.611000+00:00,Slow response detected endpoint=/api/cart latency=530ms,1
T1103,cart-service,WARN,Slow response detected endpoint=/api/cart latency=532ms,1,2026-06-01T12:02:02.961000+00:00,2026-06-01T12:02:02.961000+00:00,Slow response detected endpoint=/api/cart latency=532ms,1
T1104,cart-service,WARN,Slow response detected endpoint=/api/cart latency=535ms,1,2026-06-01T20:49:46.248000+00:00,2026-06-01T20:49:46.248000+00:00,Slow response detected endpoint=/api/cart latency=535ms,1
T1105,cart-service,WARN,Slow response detected endpoint=/api/cart latency=539ms,1,2026-06-01T22:48:52.695000+00:00,2026-06-01T22:48:52.695000+00:00,Slow response detected endpoint=/api/cart latency=539ms,1
T1106,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2982ms,1,2026-06-01T15:52:04.650000+00:00,2026-06-01T15:52:04.650000+00:00,Slow response detected endpoint=/api/cart latency=2982ms,1
T1107,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2983ms,1,2026-06-01T20:35:15.055000+00:00,2026-06-01T20:35:15.055000+00:00,Slow response detected endpoint=/api/cart latency=2983ms,1
T1108,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2985ms,1,2026-06-01T20:30:14.679000+00:00,2026-06-01T20:30:14.679000+00:00,Slow response detected endpoint=/api/cart latency=2985ms,1
T1109,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2986ms,1,2026-06-01T18:08:51.205000+00:00,2026-06-01T18:08:51.205000+00:00,Slow response detected endpoint=/api/cart latency=2986ms,1
T1110,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2987ms,1,2026-06-01T15:18:33.392000+00:00,2026-06-01T15:18:33.392000+00:00,Slow response detected endpoint=/api/cart latency=2987ms,1
T1111,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2991ms,1,2026-06-01T16:02:06.525000+00:00,2026-06-01T16:02:06.525000+00:00,Slow response detected endpoint=/api/cart latency=2991ms,1
T1112,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2994ms,1,2026-06-01T22:42:28.534000+00:00,2026-06-01T22:42:28.534000+00:00,Slow response detected endpoint=/api/cart latency=2994ms,1
T1113,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2995ms,1,2026-06-01T15:47:46.745000+00:00,2026-06-01T15:47:46.745000+00:00,Slow response detected endpoint=/api/cart latency=2995ms,1
T1114,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2998ms,1,2026-06-01T14:52:57.508000+00:00,2026-06-01T14:52:57.508000+00:00,Slow response detected endpoint=/api/cart latency=2998ms,1
T1115,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1190ms,1,2026-06-01T18:04:13.815000+00:00,2026-06-01T18:04:13.815000+00:00,Slow response detected endpoint=/api/cart latency=1190ms,1
T1116,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1192ms,1,2026-06-01T19:42:19.961000+00:00,2026-06-01T19:42:19.961000+00:00,Slow response detected endpoint=/api/cart latency=1192ms,1
T1117,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1194ms,1,2026-06-01T16:49:28.783000+00:00,2026-06-01T16:49:28.783000+00:00,Slow response detected endpoint=/api/cart latency=1194ms,1
T1118,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1200ms,1,2026-06-01T07:20:50.653000+00:00,2026-06-01T07:20:50.653000+00:00,Slow response detected endpoint=/api/cart latency=1200ms,1
T1119,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1201ms,1,2026-06-01T14:57:35.370000+00:00,2026-06-01T14:57:35.370000+00:00,Slow response detected endpoint=/api/cart latency=1201ms,1
T1120,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1207ms,1,2026-06-01T15:31:43.087000+00:00,2026-06-01T15:31:43.087000+00:00,Slow response detected endpoint=/api/cart latency=1207ms,1
T1121,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1209ms,1,2026-06-01T20:42:26.995000+00:00,2026-06-01T20:42:26.995000+00:00,Slow response detected endpoint=/api/cart latency=1209ms,1
T1122,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1213ms,1,2026-06-01T17:53:50.949000+00:00,2026-06-01T17:53:50.949000+00:00,Slow response detected endpoint=/api/cart latency=1213ms,1
T1123,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1215ms,1,2026-06-01T16:12:11.882000+00:00,2026-06-01T16:12:11.882000+00:00,Slow response detected endpoint=/api/cart latency=1215ms,1
T1124,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1220ms,1,2026-06-01T14:08:47.674000+00:00,2026-06-01T14:08:47.674000+00:00,Slow response detected endpoint=/api/cart latency=1220ms,1
T1125,cart-service,WARN,Slow response detected endpoint=/api/cart latency=512ms,1,2026-06-01T17:21:40.299000+00:00,2026-06-01T17:21:40.299000+00:00,Slow response detected endpoint=/api/cart latency=512ms,1
T1126,cart-service,WARN,Slow response detected endpoint=/api/cart latency=514ms,1,2026-06-01T21:54:35.627000+00:00,2026-06-01T21:54:35.627000+00:00,Slow response detected endpoint=/api/cart latency=514ms,1
T1127,cart-service,WARN,Slow response detected endpoint=/api/cart latency=517ms,1,2026-06-01T18:02:11.247000+00:00,2026-06-01T18:02:11.247000+00:00,Slow response detected endpoint=/api/cart latency=517ms,1
T1128,cart-service,WARN,Slow response detected endpoint=/api/cart latency=518ms,1,2026-06-01T14:56:04.913000+00:00,2026-06-01T14:56:04.913000+00:00,Slow response detected endpoint=/api/cart latency=518ms,1
T1129,cart-service,WARN,Slow response detected endpoint=/api/cart latency=519ms,1,2026-06-01T16:57:14.723000+00:00,2026-06-01T16:57:14.723000+00:00,Slow response detected endpoint=/api/cart latency=519ms,1
T1130,cart-service,WARN,Slow response detected endpoint=/api/cart latency=520ms,1,2026-06-01T23:28:36.338000+00:00,2026-06-01T23:28:36.338000+00:00,Slow response detected endpoint=/api/cart latency=520ms,1
T1131,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1170ms,1,2026-06-01T16:03:53.635000+00:00,2026-06-01T16:03:53.635000+00:00,Slow response detected endpoint=/api/cart latency=1170ms,1
T1132,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1171ms,1,2026-06-01T16:00:42.398000+00:00,2026-06-01T16:00:42.398000+00:00,Slow response detected endpoint=/api/cart latency=1171ms,1
T1133,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1175ms,1,2026-06-01T15:28:55.741000+00:00,2026-06-01T15:28:55.741000+00:00,Slow response detected endpoint=/api/cart latency=1175ms,1
T1134,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1176ms,1,2026-06-01T23:11:16.605000+00:00,2026-06-01T23:11:16.605000+00:00,Slow response detected endpoint=/api/cart latency=1176ms,1
T1135,cart-service,WARN,Slow response detected endpoint=/api/cart latency=541ms,1,2026-06-01T17:25:49.653000+00:00,2026-06-01T17:25:49.653000+00:00,Slow response detected endpoint=/api/cart latency=541ms,1
T1136,cart-service,WARN,Slow response detected endpoint=/api/cart latency=542ms,1,2026-06-01T17:00:19.951000+00:00,2026-06-01T17:00:19.951000+00:00,Slow response detected endpoint=/api/cart latency=542ms,1
T1137,cart-service,WARN,Slow response detected endpoint=/api/cart latency=545ms,1,2026-06-01T20:28:21.759000+00:00,2026-06-01T20:28:21.759000+00:00,Slow response detected endpoint=/api/cart latency=545ms,1
T1138,cart-service,WARN,Slow response detected endpoint=/api/cart latency=547ms,1,2026-06-01T15:17:44.277000+00:00,2026-06-01T15:17:44.277000+00:00,Slow response detected endpoint=/api/cart latency=547ms,1
T1139,cart-service,WARN,Slow response detected endpoint=/api/cart latency=548ms,1,2026-06-01T14:09:57.756000+00:00,2026-06-01T14:09:57.756000+00:00,Slow response detected endpoint=/api/cart latency=548ms,1
T1140,cart-service,WARN,Slow response detected endpoint=/api/cart latency=549ms,1,2026-06-01T15:44:14.266000+00:00,2026-06-01T15:44:14.266000+00:00,Slow response detected endpoint=/api/cart latency=549ms,1
T1141,cart-service,WARN,Slow response detected endpoint=/api/cart latency=561ms,1,2026-06-01T18:29:01.064000+00:00,2026-06-01T18:29:01.064000+00:00,Slow response detected endpoint=/api/cart latency=561ms,1
T1142,cart-service,WARN,Slow response detected endpoint=/api/cart latency=570ms,1,2026-06-01T16:30:51.106000+00:00,2026-06-01T16:30:51.106000+00:00,Slow response detected endpoint=/api/cart latency=570ms,1
T1143,cart-service,WARN,Slow response detected endpoint=/api/cart latency=571ms,1,2026-06-01T20:33:55.602000+00:00,2026-06-01T20:33:55.602000+00:00,Slow response detected endpoint=/api/cart latency=571ms,1
T1144,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1185ms,1,2026-06-01T19:08:48.869000+00:00,2026-06-01T19:08:48.869000+00:00,Slow response detected endpoint=/api/cart latency=1185ms,1
T1145,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1186ms,1,2026-06-01T14:53:27.007000+00:00,2026-06-01T14:53:27.007000+00:00,Slow response detected endpoint=/api/cart latency=1186ms,1
T1146,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1188ms,1,2026-06-01T20:13:57.481000+00:00,2026-06-01T20:13:57.481000+00:00,Slow response detected endpoint=/api/cart latency=1188ms,1
T1147,cart-service,WARN,Slow response detected endpoint=/api/cart latency=634ms,1,2026-06-01T20:22:51.506000+00:00,2026-06-01T20:22:51.506000+00:00,Slow response detected endpoint=/api/cart latency=634ms,1
T1148,cart-service,WARN,Slow response detected endpoint=/api/cart latency=576ms,1,2026-06-01T21:19:28.254000+00:00,2026-06-01T21:19:28.254000+00:00,Slow response detected endpoint=/api/cart latency=576ms,1
T1149,cart-service,WARN,Slow response detected endpoint=/api/cart latency=577ms,1,2026-06-01T20:34:46.360000+00:00,2026-06-01T20:34:46.360000+00:00,Slow response detected endpoint=/api/cart latency=577ms,1
T1150,cart-service,WARN,Slow response detected endpoint=/api/cart latency=582ms,1,2026-06-01T11:01:19.543000+00:00,2026-06-01T11:01:19.543000+00:00,Slow response detected endpoint=/api/cart latency=582ms,1
T1151,cart-service,WARN,Slow response detected endpoint=/api/cart latency=583ms,1,2026-06-01T22:13:39.210000+00:00,2026-06-01T22:13:39.210000+00:00,Slow response detected endpoint=/api/cart latency=583ms,1
T1152,cart-service,WARN,Slow response detected endpoint=/api/cart latency=591ms,1,2026-06-01T16:19:57.815000+00:00,2026-06-01T16:19:57.815000+00:00,Slow response detected endpoint=/api/cart latency=591ms,1
T1153,cart-service,WARN,Slow response detected endpoint=/api/cart latency=592ms,1,2026-06-01T19:58:25.828000+00:00,2026-06-01T19:58:25.828000+00:00,Slow response detected endpoint=/api/cart latency=592ms,1
T1154,cart-service,WARN,Slow response detected endpoint=/api/cart latency=599ms,1,2026-06-01T14:53:38.471000+00:00,2026-06-01T14:53:38.471000+00:00,Slow response detected endpoint=/api/cart latency=599ms,1
T1155,cart-service,WARN,Slow response detected endpoint=/api/cart latency=604ms,1,2026-06-01T22:57:27.065000+00:00,2026-06-01T22:57:27.065000+00:00,Slow response detected endpoint=/api/cart latency=604ms,1
T1156,cart-service,WARN,Slow response detected endpoint=/api/cart latency=605ms,1,2026-06-01T12:24:23.247000+00:00,2026-06-01T12:24:23.247000+00:00,Slow response detected endpoint=/api/cart latency=605ms,1
T1157,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1156ms,1,2026-06-01T17:42:53.468000+00:00,2026-06-01T17:42:53.468000+00:00,Slow response detected endpoint=/api/cart latency=1156ms,1
T1158,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1158ms,1,2026-06-01T16:34:54.236000+00:00,2026-06-01T16:34:54.236000+00:00,Slow response detected endpoint=/api/cart latency=1158ms,1
T1159,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1160ms,1,2026-06-01T18:33:06.384000+00:00,2026-06-01T18:33:06.384000+00:00,Slow response detected endpoint=/api/cart latency=1160ms,1
T1160,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1166ms,1,2026-06-01T18:21:34.440000+00:00,2026-06-01T18:21:34.440000+00:00,Slow response detected endpoint=/api/cart latency=1166ms,1
T1161,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1167ms,1,2026-06-01T19:02:00.789000+00:00,2026-06-01T19:02:00.789000+00:00,Slow response detected endpoint=/api/cart latency=1167ms,1
T1162,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1169ms,1,2026-06-01T17:25:06.977000+00:00,2026-06-01T17:25:06.977000+00:00,Slow response detected endpoint=/api/cart latency=1169ms,1
T1163,cart-service,WARN,Slow response detected endpoint=/api/cart latency=653ms,1,2026-06-01T23:39:18.022000+00:00,2026-06-01T23:39:18.022000+00:00,Slow response detected endpoint=/api/cart latency=653ms,1
T1164,cart-service,WARN,Slow response detected endpoint=/api/cart latency=655ms,1,2026-06-01T17:33:28.502000+00:00,2026-06-01T17:33:28.502000+00:00,Slow response detected endpoint=/api/cart latency=655ms,1
T1165,cart-service,WARN,Slow response detected endpoint=/api/cart latency=660ms,1,2026-06-01T12:02:34.557000+00:00,2026-06-01T12:02:34.557000+00:00,Slow response detected endpoint=/api/cart latency=660ms,1
T1166,cart-service,WARN,Slow response detected endpoint=/api/cart latency=663ms,1,2026-06-01T15:20:37.094000+00:00,2026-06-01T15:20:37.094000+00:00,Slow response detected endpoint=/api/cart latency=663ms,1
T1167,cart-service,WARN,Slow response detected endpoint=/api/cart latency=606ms,1,2026-06-01T22:49:04.566000+00:00,2026-06-01T22:49:04.566000+00:00,Slow response detected endpoint=/api/cart latency=606ms,1
T1168,cart-service,WARN,Slow response detected endpoint=/api/cart latency=608ms,1,2026-06-01T23:11:30.230000+00:00,2026-06-01T23:11:30.230000+00:00,Slow response detected endpoint=/api/cart latency=608ms,1
T1169,cart-service,WARN,Slow response detected endpoint=/api/cart latency=609ms,1,2026-06-01T10:07:45.188000+00:00,2026-06-01T10:07:45.188000+00:00,Slow response detected endpoint=/api/cart latency=609ms,1
T1170,cart-service,WARN,Slow response detected endpoint=/api/cart latency=610ms,1,2026-06-01T19:14:47.790000+00:00,2026-06-01T19:14:47.790000+00:00,Slow response detected endpoint=/api/cart latency=610ms,1
T1171,cart-service,WARN,Slow response detected endpoint=/api/cart latency=612ms,1,2026-06-01T19:49:31.285000+00:00,2026-06-01T19:49:31.285000+00:00,Slow response detected endpoint=/api/cart latency=612ms,1
T1172,cart-service,WARN,Slow response detected endpoint=/api/cart latency=614ms,1,2026-06-01T20:13:57.766000+00:00,2026-06-01T20:13:57.766000+00:00,Slow response detected endpoint=/api/cart latency=614ms,1
T1173,cart-service,WARN,Slow response detected endpoint=/api/cart latency=618ms,1,2026-06-01T14:36:30.460000+00:00,2026-06-01T14:36:30.460000+00:00,Slow response detected endpoint=/api/cart latency=618ms,1
T1174,cart-service,WARN,Slow response detected endpoint=/api/cart latency=623ms,1,2026-06-01T18:00:20.771000+00:00,2026-06-01T18:00:20.771000+00:00,Slow response detected endpoint=/api/cart latency=623ms,1
T1175,cart-service,WARN,Slow response detected endpoint=/api/cart latency=626ms,1,2026-06-01T17:06:04.899000+00:00,2026-06-01T17:06:04.899000+00:00,Slow response detected endpoint=/api/cart latency=626ms,1
T1176,cart-service,WARN,Slow response detected endpoint=/api/cart latency=628ms,1,2026-06-01T20:29:57.881000+00:00,2026-06-01T20:29:57.881000+00:00,Slow response detected endpoint=/api/cart latency=628ms,1
T1177,cart-service,WARN,Slow response detected endpoint=/api/cart latency=629ms,1,2026-06-01T19:16:25.423000+00:00,2026-06-01T19:16:25.423000+00:00,Slow response detected endpoint=/api/cart latency=629ms,1
T1178,cart-service,WARN,Slow response detected endpoint=/api/cart latency=632ms,1,2026-06-01T18:00:20.980000+00:00,2026-06-01T18:00:20.980000+00:00,Slow response detected endpoint=/api/cart latency=632ms,1
T1179,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1122ms,1,2026-06-01T23:11:55.374000+00:00,2026-06-01T23:11:55.374000+00:00,Slow response detected endpoint=/api/cart latency=1122ms,1
T1180,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1132ms,1,2026-06-01T13:41:48.769000+00:00,2026-06-01T13:41:48.769000+00:00,Slow response detected endpoint=/api/cart latency=1132ms,1
T1181,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1133ms,1,2026-06-01T20:53:25.718000+00:00,2026-06-01T20:53:25.718000+00:00,Slow response detected endpoint=/api/cart latency=1133ms,1
T1182,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1134ms,1,2026-06-01T15:31:50.678000+00:00,2026-06-01T15:31:50.678000+00:00,Slow response detected endpoint=/api/cart latency=1134ms,1
T1183,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1136ms,1,2026-06-01T19:22:10.810000+00:00,2026-06-01T19:22:10.810000+00:00,Slow response detected endpoint=/api/cart latency=1136ms,1
T1184,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1137ms,1,2026-06-01T13:26:10.499000+00:00,2026-06-01T13:26:10.499000+00:00,Slow response detected endpoint=/api/cart latency=1137ms,1
T1185,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1139ms,1,2026-06-01T16:38:27.555000+00:00,2026-06-01T16:38:27.555000+00:00,Slow response detected endpoint=/api/cart latency=1139ms,1
T1186,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1143ms,1,2026-06-01T19:09:11.416000+00:00,2026-06-01T19:09:11.416000+00:00,Slow response detected endpoint=/api/cart latency=1143ms,1
T1187,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1145ms,1,2026-06-01T19:11:17.353000+00:00,2026-06-01T19:11:17.353000+00:00,Slow response detected endpoint=/api/cart latency=1145ms,1
T1188,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1150ms,1,2026-06-01T22:44:42.015000+00:00,2026-06-01T22:44:42.015000+00:00,Slow response detected endpoint=/api/cart latency=1150ms,1
T1189,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1152ms,1,2026-06-01T22:32:02.132000+00:00,2026-06-01T22:32:02.132000+00:00,Slow response detected endpoint=/api/cart latency=1152ms,1
T1190,cart-service,WARN,Slow response detected endpoint=/api/cart latency=639ms,1,2026-06-01T20:42:46.673000+00:00,2026-06-01T20:42:46.673000+00:00,Slow response detected endpoint=/api/cart latency=639ms,1
T1191,cart-service,WARN,Slow response detected endpoint=/api/cart latency=643ms,1,2026-06-01T20:47:33.709000+00:00,2026-06-01T20:47:33.709000+00:00,Slow response detected endpoint=/api/cart latency=643ms,1
T1192,cart-service,WARN,Slow response detected endpoint=/api/cart latency=649ms,1,2026-06-01T17:38:55.301000+00:00,2026-06-01T17:38:55.301000+00:00,Slow response detected endpoint=/api/cart latency=649ms,1
T1193,cart-service,WARN,Slow response detected endpoint=/api/cart latency=650ms,1,2026-06-01T14:16:06.474000+00:00,2026-06-01T14:16:06.474000+00:00,Slow response detected endpoint=/api/cart latency=650ms,1
T1194,cart-service,WARN,Slow response detected endpoint=/api/cart latency=651ms,1,2026-06-01T14:04:44.690000+00:00,2026-06-01T14:04:44.690000+00:00,Slow response detected endpoint=/api/cart latency=651ms,1
T1195,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1097ms,1,2026-06-01T22:56:36.838000+00:00,2026-06-01T22:56:36.838000+00:00,Slow response detected endpoint=/api/cart latency=1097ms,1
T1196,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1104ms,1,2026-06-01T19:41:32.248000+00:00,2026-06-01T19:41:32.248000+00:00,Slow response detected endpoint=/api/cart latency=1104ms,1
T1197,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1105ms,1,2026-06-01T23:12:36.734000+00:00,2026-06-01T23:12:36.734000+00:00,Slow response detected endpoint=/api/cart latency=1105ms,1
T1198,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1108ms,1,2026-06-01T14:43:32.268000+00:00,2026-06-01T14:43:32.268000+00:00,Slow response detected endpoint=/api/cart latency=1108ms,1
T1199,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1109ms,1,2026-06-01T23:30:56.096000+00:00,2026-06-01T23:30:56.096000+00:00,Slow response detected endpoint=/api/cart latency=1109ms,1
T1200,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1111ms,1,2026-06-01T16:57:30.475000+00:00,2026-06-01T16:57:30.475000+00:00,Slow response detected endpoint=/api/cart latency=1111ms,1
T1201,cart-service,WARN,Slow response detected endpoint=/api/cart latency=666ms,1,2026-06-01T15:02:40.310000+00:00,2026-06-01T15:02:40.310000+00:00,Slow response detected endpoint=/api/cart latency=666ms,1
T1202,cart-service,WARN,Slow response detected endpoint=/api/cart latency=668ms,1,2026-06-01T17:10:42.168000+00:00,2026-06-01T17:10:42.168000+00:00,Slow response detected endpoint=/api/cart latency=668ms,1
T1203,cart-service,WARN,Slow response detected endpoint=/api/cart latency=672ms,1,2026-06-01T19:10:07.108000+00:00,2026-06-01T19:10:07.108000+00:00,Slow response detected endpoint=/api/cart latency=672ms,1
T1204,cart-service,WARN,Slow response detected endpoint=/api/cart latency=681ms,1,2026-06-01T11:41:31.385000+00:00,2026-06-01T11:41:31.385000+00:00,Slow response detected endpoint=/api/cart latency=681ms,1
T1205,cart-service,WARN,Slow response detected endpoint=/api/cart latency=682ms,1,2026-06-01T18:51:50.483000+00:00,2026-06-01T18:51:50.483000+00:00,Slow response detected endpoint=/api/cart latency=682ms,1
T1206,cart-service,WARN,Slow response detected endpoint=/api/cart latency=685ms,1,2026-06-01T17:24:30.230000+00:00,2026-06-01T17:24:30.230000+00:00,Slow response detected endpoint=/api/cart latency=685ms,1
T1207,cart-service,WARN,Slow response detected endpoint=/api/cart latency=692ms,1,2026-06-01T23:28:39.539000+00:00,2026-06-01T23:28:39.539000+00:00,Slow response detected endpoint=/api/cart latency=692ms,1
T1208,cart-service,WARN,Slow response detected endpoint=/api/cart latency=697ms,1,2026-06-01T14:31:11.424000+00:00,2026-06-01T14:31:11.424000+00:00,Slow response detected endpoint=/api/cart latency=697ms,1
T1209,cart-service,WARN,Slow response detected endpoint=/api/cart latency=701ms,1,2026-06-01T08:42:38.656000+00:00,2026-06-01T08:42:38.656000+00:00,Slow response detected endpoint=/api/cart latency=701ms,1
T1210,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1113ms,1,2026-06-01T22:17:43.877000+00:00,2026-06-01T22:17:43.877000+00:00,Slow response detected endpoint=/api/cart latency=1113ms,1
T1211,cart-service,WARN,Slow response detected endpoint=/api/cart latency=779ms,1,2026-06-01T19:17:35.254000+00:00,2026-06-01T19:17:35.254000+00:00,Slow response detected endpoint=/api/cart latency=779ms,1
T1212,cart-service,WARN,Slow response detected endpoint=/api/cart latency=780ms,1,2026-06-01T14:15:57.017000+00:00,2026-06-01T14:15:57.017000+00:00,Slow response detected endpoint=/api/cart latency=780ms,1
T1213,cart-service,WARN,Slow response detected endpoint=/api/cart latency=703ms,1,2026-06-01T21:50:04.648000+00:00,2026-06-01T21:50:04.648000+00:00,Slow response detected endpoint=/api/cart latency=703ms,1
T1214,cart-service,WARN,Slow response detected endpoint=/api/cart latency=708ms,1,2026-06-01T18:12:21.054000+00:00,2026-06-01T18:12:21.054000+00:00,Slow response detected endpoint=/api/cart latency=708ms,1
T1215,cart-service,WARN,Slow response detected endpoint=/api/cart latency=713ms,1,2026-06-01T22:44:52.754000+00:00,2026-06-01T22:44:52.754000+00:00,Slow response detected endpoint=/api/cart latency=713ms,1
T1216,cart-service,WARN,Slow response detected endpoint=/api/cart latency=716ms,1,2026-06-01T14:11:15.512000+00:00,2026-06-01T14:11:15.512000+00:00,Slow response detected endpoint=/api/cart latency=716ms,1
T1217,cart-service,WARN,Slow response detected endpoint=/api/cart latency=717ms,1,2026-06-01T08:24:33.631000+00:00,2026-06-01T08:24:33.631000+00:00,Slow response detected endpoint=/api/cart latency=717ms,1
T1218,cart-service,WARN,Slow response detected endpoint=/api/cart latency=720ms,1,2026-06-01T09:33:43.695000+00:00,2026-06-01T09:33:43.695000+00:00,Slow response detected endpoint=/api/cart latency=720ms,1
T1219,cart-service,WARN,Slow response detected endpoint=/api/cart latency=721ms,1,2026-06-01T23:05:28.919000+00:00,2026-06-01T23:05:28.919000+00:00,Slow response detected endpoint=/api/cart latency=721ms,1
T1220,cart-service,WARN,Slow response detected endpoint=/api/cart latency=737ms,1,2026-06-01T17:43:36.224000+00:00,2026-06-01T17:43:36.224000+00:00,Slow response detected endpoint=/api/cart latency=737ms,1
T1221,cart-service,WARN,Slow response detected endpoint=/api/cart latency=742ms,1,2026-06-01T20:47:32.680000+00:00,2026-06-01T20:47:32.680000+00:00,Slow response detected endpoint=/api/cart latency=742ms,1
T1222,cart-service,WARN,Slow response detected endpoint=/api/cart latency=743ms,1,2026-06-01T16:02:37.266000+00:00,2026-06-01T16:02:37.266000+00:00,Slow response detected endpoint=/api/cart latency=743ms,1
T1223,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1090ms,1,2026-06-01T19:57:00.165000+00:00,2026-06-01T19:57:00.165000+00:00,Slow response detected endpoint=/api/cart latency=1090ms,1
T1224,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1092ms,1,2026-06-01T21:48:45.227000+00:00,2026-06-01T21:48:45.227000+00:00,Slow response detected endpoint=/api/cart latency=1092ms,1
T1225,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1093ms,1,2026-06-01T16:00:27.856000+00:00,2026-06-01T16:00:27.856000+00:00,Slow response detected endpoint=/api/cart latency=1093ms,1
T1226,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1095ms,1,2026-06-01T15:00:35.185000+00:00,2026-06-01T15:00:35.185000+00:00,Slow response detected endpoint=/api/cart latency=1095ms,1
T1227,cart-service,WARN,Slow response detected endpoint=/api/cart latency=801ms,1,2026-06-01T18:45:01.197000+00:00,2026-06-01T18:45:01.197000+00:00,Slow response detected endpoint=/api/cart latency=801ms,1
T1228,cart-service,WARN,Slow response detected endpoint=/api/cart latency=802ms,1,2026-06-01T22:15:52.553000+00:00,2026-06-01T22:15:52.553000+00:00,Slow response detected endpoint=/api/cart latency=802ms,1
T1229,cart-service,WARN,Slow response detected endpoint=/api/cart latency=807ms,1,2026-06-01T18:58:46.738000+00:00,2026-06-01T18:58:46.738000+00:00,Slow response detected endpoint=/api/cart latency=807ms,1
T1230,cart-service,WARN,Slow response detected endpoint=/api/cart latency=808ms,1,2026-06-01T20:36:38.284000+00:00,2026-06-01T20:36:38.284000+00:00,Slow response detected endpoint=/api/cart latency=808ms,1
T1231,cart-service,WARN,Slow response detected endpoint=/api/cart latency=809ms,1,2026-06-01T17:34:31.702000+00:00,2026-06-01T17:34:31.702000+00:00,Slow response detected endpoint=/api/cart latency=809ms,1
T1232,cart-service,WARN,Slow response detected endpoint=/api/cart latency=813ms,1,2026-06-01T16:05:45.934000+00:00,2026-06-01T16:05:45.934000+00:00,Slow response detected endpoint=/api/cart latency=813ms,1
T1233,cart-service,WARN,Slow response detected endpoint=/api/cart latency=744ms,1,2026-06-01T18:09:09.116000+00:00,2026-06-01T18:09:09.116000+00:00,Slow response detected endpoint=/api/cart latency=744ms,1
T1234,cart-service,WARN,Slow response detected endpoint=/api/cart latency=755ms,1,2026-06-01T22:14:18.634000+00:00,2026-06-01T22:14:18.634000+00:00,Slow response detected endpoint=/api/cart latency=755ms,1
T1235,cart-service,WARN,Slow response detected endpoint=/api/cart latency=756ms,1,2026-06-01T12:43:46.573000+00:00,2026-06-01T12:43:46.573000+00:00,Slow response detected endpoint=/api/cart latency=756ms,1
